Unnamed: 0,Fecha,Lugar de,Unnamed: 3,Coordenada,Punto_Muestreo,Punto_Muestreo.1,%,ICA,ICOMI,ICOMO,ICOSUS,ICOpH,Punto_Muestreo.2,ICOTRO,R,Punto de muestreo,Géneros,PIELOU
18,2024-01-19,Golondrinas,,"7.13505, -73.07502",Golondrinas,Golondrinas,94.43672765546464,79.62352980649317,90.03418336594864,66.95970774420164,78.9904844323135,8.107131177914546,Golondrinas,66.99125437617312,0.9260770501203133,Golondrinas,Enterococcus,0.6029231305901963
19,2024-01-20,Golondrinas,,"7.15789, -73.06456",Golondrinas,Golondrinas,91.66968490357925,73.19174725984664,89.57877321072084,62.97600154871831,87.98356360137613,7.275761662207483,Golondrinas,86.26998717711056,0.9829835439525103,Golondrinas,Pseudomonas,0.9291494305521311
20,2024-01-21,Golondrinas,,"7.19761, -73.06256",Golondrinas,Golondrinas,91.38952546054378,84.45259171893504,66.74319974263136,62.759749699187395,86.90840551336716,7.779296881167319,Golondrinas,84.35029812221839,0.9367211014262607,Golondrinas,Pseudomonas,0.6264644267804573
21,2024-01-22,Golondrinas,,"7.12993, -73.07930",Golondrinas,Golondrinas,89.46289682824562,76.08406073804426,83.5342804713719,67.74252400015496,75.4532135316533,6.668031335738942,Golondrinas,82.92205324034609,0.5414003641089715,Golondrinas,Bacillus,0.6718691561545393
22,2024-01-23,Golondrinas,,"7.14426, -73.08640",Golondrinas,Golondrinas,90.24086359718082,78.7186425952733,69.34968020798837,78.40755901674446,84.47712670280202,7.2897730568499295,Golondrinas,63.110553466142605,0.7966355000787667,Golondrinas,Bacillus,0.7580717218702734
23,2024-01-24,Golondrinas,,"7.18652, -73.06916",Golondrinas,Golondrinas,90.81297056417517,79.01728509801042,83.70281610318791,63.65137062045343,93.44601499200459,7.6685721128529245,Golondrinas,86.55390498335905,0.6305482485353728,Golondrinas,Enterococcus,0.7334397110293568
24,2024-01-25,Golondrinas,,"7.16663, -73.04651",Golondrinas,Golondrinas,98.92328093522248,81.8276316092793,87.45969914469694,74.63709464351254,89.5308900229978,7.528633819725996,Golondrinas,84.02017215218955,0.5443706586214543,Golondrinas,Bacillus,0.5180143890378822
25,2024-01-26,Golondrinas,,"7.18313, -73.05089",Golondrinas,Golondrinas,99.49923710994392,83.32681473255181,73.66336325501561,64.82828170518628,93.49309897253258,6.731883619239546,Golondrinas,79.66618121983498,0.7918752632115373,Golondrinas,Enterococcus,0.7556155197647024
26,2024-01-27,Golondrinas,,"7.11483, -73.06857",Golondrinas,Golondrinas,98.68995427936532,81.97966935775736,75.45548132554005,71.59777081099551,78.48916133661992,8.066684619405684,Golondrinas,62.7448936917535,0.7599472579901629,Golondrinas,Bacillus,0.8430520408857954
27,2024-01-28,Golondrinas,,"7.14768, -73.09191",Golondrinas,Golondrinas,93.69548559978459,91.29637395204945,78.52653292058176,85.05648612629524,77.13599105027485,6.792283456936815,Golondrinas,69.15682977447264,0.8653117413007715,Golondrinas,Bacillus,0.7982443610055183
28,2024-01-29,Golondrinas,,"7.17705, -73.07617",Golondrinas,Golondrinas,87.48811687958788,74.96117144504841,76.62926353714164,80.4687217663385,73.60315357875118,6.677393704066317,Golondrinas,63.15279730131772,0.5542320754642804,Golondrinas,Bacillus,0.7103523902798928
29,2024-01-30,Golondrinas,,"7.13772, -73.06022",Golondrinas,Golondrinas,96.94915286328781,75.33286981376563,71.88226891156039,73.45957626576767,89.5541866445474,7.59903435198546,Golondrinas,72.71378364559737,0.6987519731594375,Golondrinas,Bacillus,0.6231662476559197
30,2024-01-31,Golondrinas,,"7.11958, -73.10268",Golondrinas,Golondrinas,98.24721376337901,80.06439042580207,77.40914770513947,74.20974190934676,78.93740388068667,7.798755279335138,Golondrinas,73.4806448271504,0.5751666799009161,Golondrinas,Pseudomonas,0.5185723494318364
31,2024-02-01,Golondrinas,,"7.15884, -73.08019",Golondrinas,Golondrinas,88.62834371238053,76.77664306460177,75.02314716660106,67.57308466966215,76.2148421171338,6.826116359969889,Golondrinas,60.13092956731991,0.5811761375364684,Golondrinas,E.coli,0.5061746524379582
32,2024-02-02,Golondrinas,,"7.15053, -73.10217",Golondrinas,Golondrinas,85.26285750178411,75.41316456224499,87.21245380026134,81.48862124751255,75.78166858553433,8.200736204034527,Golondrinas,61.86847430504866,0.630360511241885,Golondrinas,Bacillus,0.6013584691173892
33,2024-02-03,Golondrinas,,"7.15124, -73.08535",Golondrinas,Golondrinas,98.98723594986596,96.86088738702732,80.84774057075141,84.31861147918676,93.32555584307416,7.017386180551907,Golondrinas,87.05348448763023,0.7848804681371762,Golondrinas,E.coli,0.5472872126899251
34,2024-02-04,Golondrinas,,"7.17344, -73.05839",Golondrinas,Golondrinas,95.10413410017988,75.19827424680619,85.62421282489721,83.18522394366258,76.55871737455233,7.164576574733769,Golondrinas,65.13353819344191,0.5811628484341385,Golondrinas,Enterococcus,0.7115359530121984
35,2024-02-05,Golondrinas,,"7.14681, -73.05175",Golondrinas,Golondrinas,85.93959742148938,96.71692882044981,80.63544894502142,74.41704651180561,75.31220666798329,7.482313831139586,Golondrinas,76.52494979315873,0.926703613452657,Golondrinas,Pseudomonas,0.9408940700314399
36,2024-02-06,Golondrinas,,"7.14276, -73.10364",Golondrinas,Golondrinas,95.24325242136788,86.69361553388029,88.7622064905657,85.61028782515666,91.88749418124512,8.2326140131728,Golondrinas,84.85639026398971,0.5239229704488824,Golondrinas,Enterococcus,0.5742347119567488
37,2024-02-07,Golondrinas,,"7.13670, -73.06636",Golondrinas,Golondrinas,87.78835757297017,88.60109451946926,76.34116028890355,81.84939993631019,86.27344223759184,8.143452739174462,Golondrinas,77.70442559925911,0.5954361436085323,Golondrinas,Enterococcus,0.8168330239617645
38,2024-02-08,Golondrinas,,"7.18076, -73.06328",Golondrinas,Golondrinas,85.19773277685617,99.73218819222548,77.878358941033,68.74355826736185,86.75425916345131,7.87678662470953,Golondrinas,81.41950629473544,0.7084995573660551,Golondrinas,Bacillus,0.8781381997952382
39,2024-02-09,Golondrinas,,"7.13445, -73.07065",Golondrinas,Golondrinas,89.33209176558644,85.38862787342386,91.0667879428879,73.12591529369273,74.40704386231664,6.797593183073613,Golondrinas,61.32734648485251,0.5816548359467921,Golondrinas,E.coli,0.8536441746573267
40,2024-02-10,Golondrinas,,"7.17028, -73.08201",Golondrinas,Golondrinas,97.55768076525504,86.34141252803911,72.31041110267086,70.00543193686298,83.12113483248791,8.03895654995026,Golondrinas,75.86565722760245,0.8508331813694339,Golondrinas,Enterococcus,0.7132554480564839
41,2024-02-11,Golondrinas,,"7.14116, -73.07548",Golondrinas,Golondrinas,85.44655050101872,93.15046552137264,88.60673197725025,67.30604983487672,88.16543718293286,8.158387587761572,Golondrinas,67.5894196857152,0.5200190027189467,Golondrinas,Bacillus,0.9007708713148364
42,2024-02-12,Golondrinas,,"7.17155, -73.06947",Golondrinas,Golondrinas,88.00559093563044,92.272610969335,83.41649469522058,78.33621949956446,95.77095088895345,7.217314456474414,Golondrinas,82.95491906482171,0.7221114127193726,Golondrinas,Enterococcus,0.710101381379797
43,2024-02-13,Golondrinas,,"7.12828, -73.06839",Golondrinas,Golondrinas,88.47211289806795,98.62401336647174,72.65137955353975,66.21745003793089,77.45600430893973,8.143853905076515,Golondrinas,69.53649022737605,0.8956433077349257,Golondrinas,Bacillus,0.8347976660993628
44,2024-02-14,Golondrinas,,"7.15044, -73.07058",Golondrinas,Golondrinas,90.897774865961,92.71781532185749,84.86841369916772,65.48620368089954,75.053690417513,7.775205606594461,Golondrinas,77.57465942096128,0.6187523349167496,Golondrinas,E.coli,0.6845870870907775
45,2024-02-15,Golondrinas,,"7.16770, -73.09331",Golondrinas,Golondrinas,96.25285800637074,75.41645817943154,69.38012693001849,73.42142923601145,86.95228929936566,8.089122213017486,Golondrinas,74.00149306114575,0.9713797478066837,Golondrinas,Bacillus,0.5459795048594756
46,2024-02-16,Golondrinas,,"7.13164, -73.06787",Golondrinas,Golondrinas,90.24014980481707,97.20785809898257,69.55480410132927,74.27309000356544,90.02481272578717,6.680037289325355,Golondrinas,60.2805711972299,0.5171256753747164,Golondrinas,Enterococcus,0.8310244235966986
47,2024-02-17,Golondrinas,,"7.16933, -73.02978",Golondrinas,Golondrinas,85.58058527498288,99.96243012598214,78.04353413400958,61.68696932218121,74.05956955176578,6.568309364127888,Golondrinas,84.46196717059586,0.6499194243547812,Golondrinas,E.coli,0.9112261490023923
48,2024-02-18,Golondrinas,,"7.12589, -73.03867",Golondrinas,Golondrinas,93.59950427523366,86.05604436322017,78.93041547258028,84.66779377160515,82.213240144464,7.383873080850529,Golondrinas,60.253174064235765,0.7079562423177762,Golondrinas,Enterococcus,0.7588973973783872
49,2024-02-19,Golondrinas,,"7.16752, -73.10238",Golondrinas,Golondrinas,97.42065097377392,81.1402909359744,75.20859645351968,83.56809048263206,87.88650504148447,8.432901822702743,Golondrinas,82.50830668759264,0.6910539266751101,Golondrinas,Bacillus,0.9101544458819234
50,2024-02-20,Golondrinas,,"7.14581, -73.06225",Golondrinas,Golondrinas,97.43674253070712,90.21854489060013,85.64622183728572,71.3901874395788,77.89484376045554,7.930530068411532,Golondrinas,75.24321504741128,0.5834467573889861,Golondrinas,Enterococcus,0.9381366247995537
51,2024-02-21,Golondrinas,,"7.17558, -73.07497",Golondrinas,Golondrinas,98.1013192551278,84.06556899203413,74.67439815061456,82.21236687721009,94.52216645711084,8.21111472485147,Golondrinas,85.56514592363547,0.7173036238830595,Golondrinas,E.coli,0.7783094538204004
52,2024-02-22,Golondrinas,,"7.17195, -73.05618",Golondrinas,Golondrinas,99.21836577685175,89.61472451924227,70.39032978118638,72.80972900837502,97.14683549405355,6.801914629928459,Golondrinas,75.88192119484714,0.9806456715910932,Golondrinas,E.coli,0.6797864531275372
53,2024-02-23,Golondrinas,,"7.15630, -73.06403",Golondrinas,Golondrinas,91.23532652240512,84.10943990004616,78.27206995195525,67.54508977007745,76.16535459859506,6.597395743865661,Golondrinas,66.81493505939748,0.8996640413460484,Golondrinas,Bacillus,0.9115814947672674
54,2024-02-24,Golondrinas,,"7.17355, -73.03581",Golondrinas,Golondrinas,93.92257553354547,91.08558629971249,91.70140585566979,74.84079256339739,76.34360897382966,7.452205031625958,Golondrinas,76.29383295694527,0.7290299260582507,Golondrinas,Enterococcus,0.6533924295067659
55,2024-02-25,Golondrinas,,"7.15397, -73.02950",Golondrinas,Golondrinas,95.74815237166887,80.77823752624431,89.59533202788982,73.32297195498403,74.61104397804914,7.075028518862542,Golondrinas,71.3759930537033,0.7967490150742389,Golondrinas,Enterococcus,0.5413861870191166
56,2024-02-26,Golondrinas,,"7.15523, -73.09775",Golondrinas,Golondrinas,87.71182605592428,87.2740119847528,74.98216127678762,68.98991221798163,92.56529614692163,7.647728513272878,Golondrinas,85.86049089536293,0.9323950728582362,Golondrinas,E.coli,0.7471966551498483
57,2024-02-27,Golondrinas,,"7.12649, -73.06477",Golondrinas,Golondrinas,85.15658587801786,79.30096536535268,67.64984250348283,62.499326721423834,88.17120180427467,7.086485340214561,Golondrinas,83.88690896059984,0.5998157530672106,Golondrinas,E.coli,0.562451408847357
58,2024-02-28,Golondrinas,,"7.13868, -73.05801",Golondrinas,Golondrinas,86.14173141715486,89.45480518087015,82.24002166946657,74.46091906306941,80.80743529912519,8.213725360337714,Golondrinas,85.8142969652403,0.5460249025588959,Golondrinas,Pseudomonas,0.8095927430940482
59,2024-02-29,Golondrinas,,"7.14779, -73.04209",Golondrinas,Golondrinas,97.23755360870332,78.18118531532667,87.26654382127815,69.43005802723104,93.35266776739722,7.398602069402633,Golondrinas,85.31233826900764,0.9724559999791711,Golondrinas,E.coli,0.5907955973289815
60,2024-03-01,Golondrinas,,"7.15959, -73.04829",Golondrinas,Golondrinas,89.34718458492134,92.32811122551834,87.39738382840564,83.79424330158548,81.11288903115694,7.104906655397443,Golondrinas,73.15770812145855,0.5069059871669995,Golondrinas,Enterococcus,0.8448447737884852
61,2024-03-02,Golondrinas,,"7.15421, -73.05628",Golondrinas,Golondrinas,86.05114013381868,76.69974309720445,84.03823651061049,61.81091514756771,95.7625231046088,8.136228282777038,Golondrinas,86.76071690567008,0.795232200551309,Golondrinas,Enterococcus,0.9385154102503201
62,2024-03-03,Golondrinas,,"7.12203, -73.05833",Golondrinas,Golondrinas,99.93113388437429,91.9872052047139,76.06147395683841,71.81884029984742,84.14969969445465,8.452651995146653,Golondrinas,89.88520595799766,0.943153115683458,Golondrinas,Enterococcus,0.7959017761201584
63,2024-03-04,Golondrinas,,"7.15606, -73.06215",Golondrinas,Golondrinas,86.93325186709549,75.25965828354973,88.37115154513724,65.5369045571981,93.76565278724458,6.7860432040964405,Golondrinas,72.6750042089539,0.7663458720045309,Golondrinas,Enterococcus,0.7930593856472543
64,2024-03-05,Golondrinas,,"7.13545, -73.09133",Golondrinas,Golondrinas,87.27765053957299,77.99117167498407,75.16495841168624,68.26068015718134,84.36787012457428,7.067829659759763,Golondrinas,82.02603210211512,0.8794481058999613,Golondrinas,Pseudomonas,0.5928007288270781
65,2024-03-06,Golondrinas,,"7.15974, -73.06138",Golondrinas,Golondrinas,92.19142676572119,73.87780913954983,89.45247829809448,82.83604018260272,90.80120441483758,8.005599071204799,Golondrinas,60.30404500605805,0.5758286259122034,Golondrinas,Enterococcus,0.572479995475194
66,2024-03-07,Golondrinas,,"7.12120, -73.06539",Golondrinas,Golondrinas,97.64011870515128,85.78865032388768,75.84286647098463,71.51724052901059,83.16310555381246,7.997265630873717,Golondrinas,82.62494244506618,0.9137227257546422,Golondrinas,Enterococcus,0.5616367092688258
67,2024-03-08,Golondrinas,,"7.14614, -73.07453",Golondrinas,Golondrinas,94.15907050498171,84.36888931510614,91.09296255790088,75.96325882568735,90.12885507477309,6.859825673694782,Golondrinas,79.16438797263663,0.8723832590651839,Golondrinas,Pseudomonas,0.8427057522351806
68,2024-03-09,Golondrinas,,"7.12950, -73.06610",Golondrinas,Golondrinas,98.98247310683439,95.26460950766356,82.26499078758143,78.85655741523153,77.26860115569208,7.7497823197557105,Golondrinas,89.95349388227554,0.8132214780893248,Golondrinas,Pseudomonas,0.5959859676720645
69,2024-03-10,Golondrinas,,"7.17087, -73.09208",Golondrinas,Golondrinas,93.09763679027174,96.85805492589972,86.50089514244382,82.19610235149321,88.31312499366477,6.6783205622140915,Golondrinas,69.77798068429219,0.7823324694842786,Golondrinas,Pseudomonas,0.8659447638854618
70,2024-03-11,Golondrinas,,"7.13548, -73.07606",Golondrinas,Golondrinas,86.20290932290749,81.2597975806611,84.5129556371322,77.6468337874569,79.04037918514105,7.56169331504635,Golondrinas,69.35583571121579,0.9604922576153521,Golondrinas,Enterococcus,0.6103173881211348
71,2024-03-12,Golondrinas,,"7.14813, -73.07073",Golondrinas,Golondrinas,99.15359361408558,85.81900404472424,70.80240695168446,67.56499201389101,82.30505462238358,8.35444886891171,Golondrinas,76.20264288693654,0.8410658228747574,Golondrinas,Pseudomonas,0.5761029689660839
72,2024-03-13,Golondrinas,,"7.13500, -73.03267",Golondrinas,Golondrinas,93.45549577371575,81.30706295069972,90.6047257125732,79.80086528355237,90.79883937504853,7.633866030063753,Golondrinas,75.11783040709777,0.7143446230782202,Golondrinas,E.coli,0.7687427105425958
73,2024-03-14,Golondrinas,,"7.17572, -73.08011",Golondrinas,Golondrinas,92.34461061474727,77.74785627856693,68.94520239221477,66.69185137087169,90.37738528058775,6.6000654485365065,Golondrinas,83.2291944024281,0.6732465382934414,Golondrinas,Pseudomonas,0.6151974678917103
74,2024-03-15,Golondrinas,,"7.15236, -73.05984",Golondrinas,Golondrinas,99.11461384631163,79.58627995122109,75.9889302754368,84.78222072865636,83.57950556446814,6.936214241106422,Golondrinas,70.06803522929157,0.6606570229977821,Golondrinas,Enterococcus,0.8226241185472397
75,2024-03-16,Golondrinas,,"7.13074, -73.11362",Golondrinas,Golondrinas,98.9948622990869,76.3371321105395,75.30111474532534,85.04304623657825,74.87464516997309,6.5194293609944785,Golondrinas,87.44856119856316,0.5582534064022882,Golondrinas,Pseudomonas,0.514426271858677
76,2024-03-17,Golondrinas,,"7.16123, -73.11043",Golondrinas,Golondrinas,94.53775086640424,76.36619951079821,82.59726188014365,82.41738746532445,72.82147823034279,7.055499053730411,Golondrinas,89.04820146497613,0.623817949048426,Golondrinas,Pseudomonas,0.5640012042916089
77,2024-03-18,Golondrinas,,"7.15607, -73.05165",Golondrinas,Golondrinas,93.98258096465602,96.6352016891107,83.72007880767713,81.15309789652308,86.41810720234031,7.140293062897779,Golondrinas,67.87123663980631,0.6023759966381091,Golondrinas,Enterococcus,0.7829665032602469
78,2024-03-19,Golondrinas,,"7.13441, -73.07020",Golondrinas,Golondrinas,97.17267816265097,79.41892174974186,87.07090258535133,71.23387658705226,90.85290101192024,7.692173991223769,Golondrinas,70.3129899669057,0.513047401678911,Golondrinas,Enterococcus,0.7650612466789128
79,2024-03-20,Golondrinas,,"7.13384, -73.04235",Golondrinas,Golondrinas,99.76999981099362,74.25960493672578,86.59227731047488,66.10853822526134,81.35270413528058,8.004914761826841,Golondrinas,77.73076843508295,0.7902061074710289,Golondrinas,Pseudomonas,0.604241722480638
80,2024-03-21,Golondrinas,,"7.13777, -73.07334",Golondrinas,Golondrinas,89.84386469193076,79.98581346571018,81.73056615515647,73.79038349841437,73.22234066989353,6.565925844963079,Golondrinas,88.09207536632088,0.9243980922267327,Golondrinas,E.coli,0.7738689946208147
81,2024-03-22,Golondrinas,,"7.16516, -73.03260",Golondrinas,Golondrinas,91.98521494133446,84.8539938909869,72.96137946654557,62.71114554691623,76.48233775691783,8.446272002518214,Golondrinas,78.00673225264515,0.8288919275488248,Golondrinas,E.coli,0.9223336654233223
82,2024-03-23,Golondrinas,,"7.14963, -73.07732",Golondrinas,Golondrinas,91.2934058242122,86.12355103748307,80.23523165629244,72.38044158127956,88.23539741402311,8.31040529322405,Golondrinas,74.8249970070141,0.948676723368165,Golondrinas,E.coli,0.9100196243543892
83,2024-03-24,Golondrinas,,"7.12109, -73.05266",Golondrinas,Golondrinas,91.9122566472629,74.59294598360239,66.17475540687893,60.848997486314744,71.89007483369673,7.681870735983097,Golondrinas,67.06104701468111,0.7497024735382682,Golondrinas,E.coli,0.690313145547585
84,2024-03-25,Golondrinas,,"7.15596, -73.05404",Golondrinas,Golondrinas,95.01753890403543,93.46059999386138,81.88152083435214,63.703589437052266,91.19057791680683,7.563210729564874,Golondrinas,80.48424307508664,0.9023769290269612,Golondrinas,E.coli,0.8423785696519899
85,2024-03-26,Golondrinas,,"7.15239, -73.04900",Golondrinas,Golondrinas,89.73658585835462,73.9472318021305,80.32534121150859,68.86136783794836,87.820211971038,7.228603807367675,Golondrinas,67.67800210410991,0.5924072251381384,Golondrinas,E.coli,0.5157377649835463
86,2024-03-27,Golondrinas,,"7.14619, -73.07474",Golondrinas,Golondrinas,92.82754431153049,83.25273770654093,68.96075718796607,72.85114190294134,90.50631691937163,8.340918899903816,Golondrinas,70.33122287839434,0.7514885936065696,Golondrinas,Pseudomonas,0.9339949333081963
87,2024-03-28,Golondrinas,,"7.14019, -73.09119",Golondrinas,Golondrinas,88.09382715752092,81.7492203030504,84.34171493184984,67.35134383272815,91.39066924183585,8.122473125793778,Golondrinas,88.28037859519603,0.5818774560163331,Golondrinas,Bacillus,0.8399795182450966
88,2024-03-29,Golondrinas,,"7.14029, -73.11951",Golondrinas,Golondrinas,90.12420587503078,73.77520494557818,83.32442106127333,82.4544221605431,85.35859005902735,8.116994083599408,Golondrinas,62.52027555498944,0.8621783121211615,Golondrinas,Enterococcus,0.9333904838897743
89,2024-03-30,Golondrinas,,"7.15214, -73.07900",Golondrinas,Golondrinas,86.73460194686086,83.29607381805323,86.44697247320408,83.1554451548654,74.37077849922181,7.9858947630250094,Golondrinas,62.35289152769887,0.6263303411233296,Golondrinas,Enterococcus,0.5471098480294742
90,2024-01-01,Carrizal,,"7.14775, -73.06343",Carrizal,Carrizal,96.99235027982056,80.16107319137097,69.14450218236405,69.5001845298482,77.71850562724896,7.221297483538021,Carrizal,86.7821361999105,0.6099597333121332,Carrizal,E.coli,0.5981852208801846
91,2024-01-02,Carrizal,,"7.15110, -73.03482",Carrizal,Carrizal,97.44205043244065,88.89808504034231,78.42214533127061,74.30744830551689,85.3213649149055,8.337313304835783,Carrizal,75.95718237542776,0.7381538756030999,Carrizal,Enterococcus,0.7683243017176493
92,2024-01-03,Carrizal,,"7.13974, -73.05457",Carrizal,Carrizal,98.98096947850549,80.8706544489545,81.25234050226031,60.13992709734077,88.14815980753434,7.691759901840579,Carrizal,79.85437993164908,0.8204699891009224,Carrizal,Pseudomonas,0.6904725004996881
93,2024-01-04,Carrizal,,"7.13448, -73.06279",Carrizal,Carrizal,98.66519643295732,70.99332924710023,72.92366361957966,75.38388582520254,79.41244237871669,7.144008423571689,Carrizal,80.27159885701015,0.6920050118113981,Carrizal,Pseudomonas,0.8670313831612351
94,2024-01-05,Carrizal,,"7.15867, -73.04826",Carrizal,Carrizal,94.74048153086574,71.32883935105093,83.40479636249768,84.75565214309484,89.1041760138785,7.863598547844781,Carrizal,67.151386828991,0.7844036451639451,Carrizal,Bacillus,0.631720722499497
95,2024-01-06,Carrizal,,"7.15781, -73.03242",Carrizal,Carrizal,88.81510666859006,82.05901481130691,85.50896162074773,65.6489741863853,83.84789441146131,8.260549624791885,Carrizal,79.43204178312973,0.9137664127477083,Carrizal,Enterococcus,0.6149685209133662
96,2024-01-07,Carrizal,,"7.13349, -73.02685",Carrizal,Carrizal,85.2835334382224,87.40626932547931,68.47741254304098,79.18497464668027,92.20440301749002,6.909864939835336,Carrizal,60.25442919378918,0.604053688437912,Carrizal,Bacillus,0.6957213170322697
97,2024-01-08,Carrizal,,"7.14702, -73.08237",Carrizal,Carrizal,97.97259339451674,73.64921218748022,85.85853992914004,71.25078894596247,93.90356742734375,7.112162324242491,Carrizal,76.76349774514128,0.5554616577823746,Carrizal,E.coli,0.8286263381362937
98,2024-01-09,Carrizal,,"7.16293, -73.03494",Carrizal,Carrizal,90.26313691161798,71.8767975708717,65.70851181911637,71.91259437438009,82.3934968152531,7.5194232683747835,Carrizal,84.6173679894446,0.5654304804142125,Carrizal,E.coli,0.9434331502481232
99,2024-01-10,Carrizal,,"7.11580, -73.10209",Carrizal,Carrizal,98.88603055740117,80.57397687893356,86.89288139176138,79.2127329907139,78.01407007232184,8.382746661225081,Carrizal,68.00880668225727,0.6109631479119546,Carrizal,Enterococcus,0.6902110003243589
