Fecha,Captacion,Parametro,Valor,Unidad,Fuente,Pagina_PDF
2024-01-14,Golondrinas,ICOMO,73.27729645062043,Índice,CSV_2024,
2024-01-14,Golondrinas,ICOSUS,76.36595251950405,Índice,CSV_2024,
2024-01-14,Golondrinas,ICOpH,8.43836223291235,Índice,CSV_2024,
2024-01-14,Golondrinas,ICOTRO,65.09679500962592,Índice,CSV_2024,
2024-01-15,Golondrinas,ICA,86.63230960321111,Índice,CSV_2024,
2024-01-15,Golondrinas,ICOMI,88.80804148367763,Índice,CSV_2024,
2024-01-15,Golondrinas,ICOMO,84.64191178781623,Índice,CSV_2024,
2024-01-15,Golondrinas,ICOSUS,77.32190685774167,Índice,CSV_2024,
2024-01-15,Golondrinas,ICOpH,7.31575663126285,Índice,CSV_2024,
2024-01-15,Golondrinas,ICOTRO,61.641567485988354,Índice,CSV_2024,
2024-01-16,Golondrinas,ICA,78.75904281480227,Índice,CSV_2024,
2024-01-16,Golondrinas,ICOMI,73.77189775925002,Índice,CSV_2024,
2024-01-16,Golondrinas,ICOMO,69.78482705953547,Índice,CSV_2024,
2024-01-16,Golondrinas,ICOSUS,81.78251354171158,Índice,CSV_2024,
2024-01-16,Golondrinas,ICOpH,7.680957893391638,Índice,CSV_2024,
2024-01-16,Golondrinas,ICOTRO,65.52480143495524,Índice,CSV_2024,
2024-01-17,Golondrinas,ICA,96.7225959310994,Índice,CSV_2024,
2024-01-17,Golondrinas,ICOMI,76.97586937993943,Índice,CSV_2024,
2024-01-17,Golondrinas,ICOMO,64.39543250234755,Índice,CSV_2024,
2024-01-17,Golondrinas,ICOSUS,77.02776888919966,Índice,CSV_2024,
2024-01-17,Golondrinas,ICOpH,8.162765776078377,Índice,CSV_2024,
2024-01-17,Golondrinas,ICOTRO,71.27278410288574,Índice,CSV_2024,
2024-01-18,Golondrinas,ICA,74.46601431501472,Índice,CSV_2024,
2024-01-18,Golondrinas,ICOMI,67.14226666170994,Índice,CSV_2024,
2024-01-18,Golondrinas,ICOMO,85.13647377769091,Índice,CSV_2024,
2024-01-18,Golondrinas,ICOSUS,92.46908626642444,Índice,CSV_2024,
2024-01-18,Golondrinas,ICOpH,8.207318198857047,Índice,CSV_2024,
2024-01-18,Golondrinas,ICOTRO,81.7440185748683,Índice,CSV_2024,
2024-01-19,Golondrinas,ICA,79.62352980649317,Índice,CSV_2024,
2024-01-19,Golondrinas,ICOMI,90.03418336594864,Índice,CSV_2024,
2024-01-19,Golondrinas,ICOMO,66.95970774420164,Índice,CSV_2024,
2024-01-19,Golondrinas,ICOSUS,78.9904844323135,Índice,CSV_2024,
2024-01-19,Golondrinas,ICOpH,8.107131177914546,Índice,CSV_2024,
2024-01-19,Golondrinas,ICOTRO,66.99125437617312,Índice,CSV_2024,
2024-01-20,Golondrinas,ICA,73.19174725984664,Índice,CSV_2024,
2024-01-20,Golondrinas,ICOMI,89.57877321072084,Índice,CSV_2024,
2024-01-20,Golondrinas,ICOMO,62.97600154871831,Índice,CSV_2024,
2024-01-20,Golondrinas,ICOSUS,87.98356360137613,Índice,CSV_2024,
2024-01-20,Golondrinas,ICOpH,7.275761662207483,Índice,CSV_2024,
2024-01-20,Golondrinas,ICOTRO,86.26998717711056,Índice,CSV_2024,
2024-01-21,Golondrinas,ICA,84.45259171893504,Índice,CSV_2024,
2024-01-21,Golondrinas,ICOMI,66.74319974263136,Índice,CSV_2024,
2024-01-21,Golondrinas,ICOMO,62.7597496991874,Índice,CSV_2024,
2024-01-21,Golondrinas,ICOSUS,86.90840551336716,Índice,CSV_2024,
2024-01-21,Golondrinas,ICOpH,7.779296881167319,Índice,CSV_2024,
2024-01-21,Golondrinas,ICOTRO,84.35029812221839,Índice,CSV_2024,
2024-01-22,Golondrinas,ICA,76.08406073804426,Índice,CSV_2024,
2024-01-22,Golondrinas,ICOMI,83.5342804713719,Índice,CSV_2024,
2024-01-22,Golondrinas,ICOMO,67.74252400015496,Índice,CSV_2024,
2024-01-22,Golondrinas,ICOSUS,75.4532135316533,Índice,CSV_2024,
2024-01-22,Golondrinas,ICOpH,6.668031335738942,Índice,CSV_2024,
2024-01-22,Golondrinas,ICOTRO,82.92205324034609,Índice,CSV_2024,
2024-01-23,Golondrinas,ICA,78.7186425952733,Índice,CSV_2024,
2024-01-23,Golondrinas,ICOMI,69.34968020798837,Índice,CSV_2024,
2024-01-23,Golondrinas,ICOMO,78.40755901674446,Índice,CSV_2024,
2024-01-23,Golondrinas,ICOSUS,84.47712670280202,Índice,CSV_2024,
2024-01-23,Golondrinas,ICOpH,7.2897730568499295,Índice,CSV_2024,
2024-01-23,Golondrinas,ICOTRO,63.110553466142605,Índice,CSV_2024,
2024-01-24,Golondrinas,ICA,79.01728509801042,Índice,CSV_2024,
2024-01-24,Golondrinas,ICOMI,83.70281610318791,Índice,CSV_2024,
2024-01-24,Golondrinas,ICOMO,63.65137062045343,Índice,CSV_2024,
2024-01-24,Golondrinas,ICOSUS,93.4460149920046,Índice,CSV_2024,
2024-01-24,Golondrinas,ICOpH,7.6685721128529245,Índice,CSV_2024,
2024-01-24,Golondrinas,ICOTRO,86.55390498335905,Índice,CSV_2024,
2024-01-25,Golondrinas,ICA,81.8276316092793,Índice,CSV_2024,
2024-01-25,Golondrinas,ICOMI,87.45969914469694,Índice,CSV_2024,
2024-01-25,Golondrinas,ICOMO,74.63709464351254,Índice,CSV_2024,
2024-01-25,Golondrinas,ICOSUS,89.5308900229978,Índice,CSV_2024,
2024-01-25,Golondrinas,ICOpH,7.528633819725996,Índice,CSV_2024,
2024-01-25,Golondrinas,ICOTRO,84.02017215218955,Índice,CSV_2024,
2024-01-26,Golondrinas,ICA,83.32681473255181,Índice,CSV_2024,
2024-01-26,Golondrinas,ICOMI,73.66336325501561,Índice,CSV_2024,
2024-01-26,Golondrinas,ICOMO,64.82828170518628,Índice,CSV_2024,
2024-01-26,Golondrinas,ICOSUS,93.49309897253258,Índice,CSV_2024,
2024-01-26,Golondrinas,ICOpH,6.731883619239546,Índice,CSV_2024,
2024-01-26,Golondrinas,ICOTRO,79.66618121983498,Índice,CSV_2024,
2024-01-27,Golondrinas,ICA,81.97966935775736,Índice,CSV_2024,
2024-01-27,Golondrinas,ICOMI,75.45548132554005,Índice,CSV_2024,
2024-01-27,Golondrinas,ICOMO,71.59777081099551,Índice,CSV_2024,
2024-01-27,Golondrinas,ICOSUS,78.48916133661992,Índice,CSV_2024,
2024-01-27,Golondrinas,ICOpH,8.066684619405684,Índice,CSV_2024,
2024-01-27,Golondrinas,ICOTRO,62.7448936917535,Índice,CSV_2024,
2024-01-28,Golondrinas,ICA,91.29637395204944,Índice,CSV_2024,
2024-01-28,Golondrinas,ICOMI,78.52653292058176,Índice,CSV_2024,
2024-01-28,Golondrinas,ICOMO,85.05648612629524,Índice,CSV_2024,
2024-01-28,Golondrinas,ICOSUS,77.13599105027485,Índice,CSV_2024,
2024-01-28,Golondrinas,ICOpH,6.792283456936815,Índice,CSV_2024,
2024-01-28,Golondrinas,ICOTRO,69.15682977447264,Índice,CSV_2024,
2024-01-29,Golondrinas,ICA,74.96117144504841,Índice,CSV_2024,
2024-01-29,Golondrinas,ICOMI,76.62926353714164,Índice,CSV_2024,
2024-01-29,Golondrinas,ICOMO,80.4687217663385,Índice,CSV_2024,
2024-01-29,Golondrinas,ICOSUS,73.60315357875118,Índice,CSV_2024,
2024-01-29,Golondrinas,ICOpH,6.677393704066317,Índice,CSV_2024,
2024-01-29,Golondrinas,ICOTRO,63.15279730131772,Índice,CSV_2024,
2024-01-30,Golondrinas,ICA,75.33286981376563,Índice,CSV_2024,
2024-01-30,Golondrinas,ICOMI,71.88226891156039,Índice,CSV_2024,
2024-01-30,Golondrinas,ICOMO,73.45957626576767,Índice,CSV_2024,
2024-01-30,Golondrinas,ICOSUS,89.5541866445474,Índice,CSV_2024,
2024-01-30,Golondrinas,ICOpH,7.59903435198546,Índice,CSV_2024,
2024-01-30,Golondrinas,ICOTRO,72.71378364559737,Índice,CSV_2024,
2024-01-31,Golondrinas,ICA,80.06439042580207,Índice,CSV_2024,
2024-01-31,Golondrinas,ICOMI,77.40914770513947,Índice,CSV_2024,
2024-01-31,Golondrinas,ICOMO,74.20974190934676,Índice,CSV_2024,
2024-01-31,Golondrinas,ICOSUS,78.93740388068667,Índice,CSV_2024,
2024-01-31,Golondrinas,ICOpH,7.798755279335138,Índice,CSV_2024,
2024-01-31,Golondrinas,ICOTRO,73.4806448271504,Índice,CSV_2024,
2024-02-01,Golondrinas,ICA,76.77664306460177,Índice,CSV_2024,
2024-02-01,Golondrinas,ICOMI,75.02314716660106,Índice,CSV_2024,
2024-02-01,Golondrinas,ICOMO,67.57308466966215,Índice,CSV_2024,
2024-02-01,Golondrinas,ICOSUS,76.2148421171338,Índice,CSV_2024,
2024-02-01,Golondrinas,ICOpH,6.826116359969889,Índice,CSV_2024,
2024-02-01,Golondrinas,ICOTRO,60.13092956731991,Índice,CSV_2024,
2024-02-02,Golondrinas,ICA,75.41316456224499,Índice,CSV_2024,
2024-02-02,Golondrinas,ICOMI,87.21245380026134,Índice,CSV_2024,
2024-02-02,Golondrinas,ICOMO,81.48862124751255,Índice,CSV_2024,
2024-02-02,Golondrinas,ICOSUS,75.78166858553433,Índice,CSV_2024,
2024-02-02,Golondrinas,ICOpH,8.200736204034527,Índice,CSV_2024,
2024-02-02,Golondrinas,ICOTRO,61.86847430504866,Índice,CSV_2024,
2024-02-03,Golondrinas,ICA,96.86088738702732,Índice,CSV_2024,
2024-02-03,Golondrinas,ICOMI,80.84774057075141,Índice,CSV_2024,
2024-02-03,Golondrinas,ICOMO,84.31861147918676,Índice,CSV_2024,
2024-02-03,Golondrinas,ICOSUS,93.32555584307416,Índice,CSV_2024,
2024-02-03,Golondrinas,ICOpH,7.017386180551907,Índice,CSV_2024,
2024-02-03,Golondrinas,ICOTRO,87.05348448763023,Índice,CSV_2024,
2024-02-04,Golondrinas,ICA,75.19827424680619,Índice,CSV_2024,
2024-02-04,Golondrinas,ICOMI,85.62421282489721,Índice,CSV_2024,
2024-02-04,Golondrinas,ICOMO,83.18522394366258,Índice,CSV_2024,
2024-02-04,Golondrinas,ICOSUS,76.55871737455233,Índice,CSV_2024,
2024-02-04,Golondrinas,ICOpH,7.164576574733769,Índice,CSV_2024,
2024-02-04,Golondrinas,ICOTRO,65.13353819344191,Índice,CSV_2024,
2024-02-05,Golondrinas,ICA,96.7169288204498,Índice,CSV_2024,
2024-02-05,Golondrinas,ICOMI,80.63544894502142,Índice,CSV_2024,
2024-02-05,Golondrinas,ICOMO,74.41704651180561,Índice,CSV_2024,
2024-02-05,Golondrinas,ICOSUS,75.31220666798329,Índice,CSV_2024,
2024-02-05,Golondrinas,ICOpH,7.482313831139586,Índice,CSV_2024,
2024-02-05,Golondrinas,ICOTRO,76.52494979315873,Índice,CSV_2024,
2024-02-06,Golondrinas,ICA,86.69361553388029,Índice,CSV_2024,
2024-02-06,Golondrinas,ICOMI,88.7622064905657,Índice,CSV_2024,
2024-02-06,Golondrinas,ICOMO,85.61028782515666,Índice,CSV_2024,
2024-02-06,Golondrinas,ICOSUS,91.88749418124512,Índice,CSV_2024,
2024-02-06,Golondrinas,ICOpH,8.2326140131728,Índice,CSV_2024,
2024-02-06,Golondrinas,ICOTRO,84.85639026398971,Índice,CSV_2024,
2024-02-07,Golondrinas,ICA,88.60109451946926,Índice,CSV_2024,
2024-02-07,Golondrinas,ICOMI,76.34116028890355,Índice,CSV_2024,
2024-02-07,Golondrinas,ICOMO,81.84939993631019,Índice,CSV_2024,
2024-02-07,Golondrinas,ICOSUS,86.27344223759184,Índice,CSV_2024,
2024-02-07,Golondrinas,ICOpH,8.143452739174462,Índice,CSV_2024,
2024-02-07,Golondrinas,ICOTRO,77.70442559925911,Índice,CSV_2024,
2024-02-08,Golondrinas,ICA,99.73218819222548,Índice,CSV_2024,
2024-02-08,Golondrinas,ICOMI,77.878358941033,Índice,CSV_2024,
2024-02-08,Golondrinas,ICOMO,68.74355826736185,Índice,CSV_2024,
2024-02-08,Golondrinas,ICOSUS,86.75425916345131,Índice,CSV_2024,
2024-02-08,Golondrinas,ICOpH,7.87678662470953,Índice,CSV_2024,
2024-02-08,Golondrinas,ICOTRO,81.41950629473544,Índice,CSV_2024,
2024-02-09,Golondrinas,ICA,85.38862787342386,Índice,CSV_2024,
2024-02-09,Golondrinas,ICOMI,91.0667879428879,Índice,CSV_2024,
2024-02-09,Golondrinas,ICOMO,73.12591529369273,Índice,CSV_2024,
2024-02-09,Golondrinas,ICOSUS,74.40704386231664,Índice,CSV_2024,
2024-02-09,Golondrinas,ICOpH,6.797593183073613,Índice,CSV_2024,
2024-02-09,Golondrinas,ICOTRO,61.32734648485251,Índice,CSV_2024,
2024-02-10,Golondrinas,ICA,86.34141252803911,Índice,CSV_2024,
2024-02-10,Golondrinas,ICOMI,72.31041110267086,Índice,CSV_2024,
2024-02-10,Golondrinas,ICOMO,70.00543193686298,Índice,CSV_2024,
2024-02-10,Golondrinas,ICOSUS,83.12113483248791,Índice,CSV_2024,
2024-02-10,Golondrinas,ICOpH,8.03895654995026,Índice,CSV_2024,
2024-02-10,Golondrinas,ICOTRO,75.86565722760245,Índice,CSV_2024,
2024-02-11,Golondrinas,ICA,93.15046552137264,Índice,CSV_2024,
2024-02-11,Golondrinas,ICOMI,88.60673197725025,Índice,CSV_2024,
2024-02-11,Golondrinas,ICOMO,67.30604983487672,Índice,CSV_2024,
2024-02-11,Golondrinas,ICOSUS,88.16543718293286,Índice,CSV_2024,
2024-02-11,Golondrinas,ICOpH,8.158387587761572,Índice,CSV_2024,
2024-02-11,Golondrinas,ICOTRO,67.5894196857152,Índice,CSV_2024,
2024-02-12,Golondrinas,ICA,92.272610969335,Índice,CSV_2024,
2024-02-12,Golondrinas,ICOMI,83.41649469522058,Índice,CSV_2024,
2024-02-12,Golondrinas,ICOMO,78.33621949956446,Índice,CSV_2024,
2024-02-12,Golondrinas,ICOSUS,95.77095088895344,Índice,CSV_2024,
2024-02-12,Golondrinas,ICOpH,7.217314456474414,Índice,CSV_2024,
2024-02-12,Golondrinas,ICOTRO,82.95491906482171,Índice,CSV_2024,
2024-02-13,Golondrinas,ICA,98.62401336647174,Índice,CSV_2024,
2024-02-13,Golondrinas,ICOMI,72.65137955353975,Índice,CSV_2024,
2024-02-13,Golondrinas,ICOMO,66.21745003793089,Índice,CSV_2024,
2024-02-13,Golondrinas,ICOSUS,77.45600430893973,Índice,CSV_2024,
2024-02-13,Golondrinas,ICOpH,8.143853905076515,Índice,CSV_2024,
2024-02-13,Golondrinas,ICOTRO,69.53649022737605,Índice,CSV_2024,
2024-02-14,Golondrinas,ICA,92.71781532185749,Índice,CSV_2024,
2024-02-14,Golondrinas,ICOMI,84.86841369916772,Índice,CSV_2024,
2024-02-14,Golondrinas,ICOMO,65.48620368089954,Índice,CSV_2024,
2024-02-14,Golondrinas,ICOSUS,75.053690417513,Índice,CSV_2024,
2024-02-14,Golondrinas,ICOpH,7.775205606594461,Índice,CSV_2024,
2024-02-14,Golondrinas,ICOTRO,77.57465942096128,Índice,CSV_2024,
2024-02-15,Golondrinas,ICA,75.41645817943154,Índice,CSV_2024,
2024-02-15,Golondrinas,ICOMI,69.38012693001849,Índice,CSV_2024,
2024-02-15,Golondrinas,ICOMO,73.42142923601145,Índice,CSV_2024,
2024-02-15,Golondrinas,ICOSUS,86.95228929936566,Índice,CSV_2024,
2024-02-15,Golondrinas,ICOpH,8.089122213017486,Índice,CSV_2024,
2024-02-15,Golondrinas,ICOTRO,74.00149306114575,Índice,CSV_2024,
2024-02-16,Golondrinas,ICA,97.20785809898256,Índice,CSV_2024,
2024-02-16,Golondrinas,ICOMI,69.55480410132927,Índice,CSV_2024,
2024-02-16,Golondrinas,ICOMO,74.27309000356544,Índice,CSV_2024,
2024-02-16,Golondrinas,ICOSUS,90.02481272578717,Índice,CSV_2024,
2024-02-16,Golondrinas,ICOpH,6.680037289325355,Índice,CSV_2024,
2024-02-16,Golondrinas,ICOTRO,60.2805711972299,Índice,CSV_2024,
2024-02-17,Golondrinas,ICA,99.96243012598214,Índice,CSV_2024,
2024-02-17,Golondrinas,ICOMI,78.04353413400958,Índice,CSV_2024,
2024-02-17,Golondrinas,ICOMO,61.68696932218121,Índice,CSV_2024,
2024-02-17,Golondrinas,ICOSUS,74.05956955176578,Índice,CSV_2024,
2024-02-17,Golondrinas,ICOpH,6.568309364127888,Índice,CSV_2024,
2024-02-17,Golondrinas,ICOTRO,84.46196717059586,Índice,CSV_2024,
2024-02-18,Golondrinas,ICA,86.05604436322017,Índice,CSV_2024,
2024-02-18,Golondrinas,ICOMI,78.93041547258028,Índice,CSV_2024,
2024-02-18,Golondrinas,ICOMO,84.66779377160515,Índice,CSV_2024,
2024-02-18,Golondrinas,ICOSUS,82.213240144464,Índice,CSV_2024,
2024-02-18,Golondrinas,ICOpH,7.383873080850529,Índice,CSV_2024,
2024-02-18,Golondrinas,ICOTRO,60.253174064235765,Índice,CSV_2024,
2024-02-19,Golondrinas,ICA,81.1402909359744,Índice,CSV_2024,
2024-02-19,Golondrinas,ICOMI,75.20859645351968,Índice,CSV_2024,
2024-02-19,Golondrinas,ICOMO,83.56809048263206,Índice,CSV_2024,
2024-02-19,Golondrinas,ICOSUS,87.88650504148447,Índice,CSV_2024,
2024-02-19,Golondrinas,ICOpH,8.432901822702743,Índice,CSV_2024,
2024-02-19,Golondrinas,ICOTRO,82.50830668759264,Índice,CSV_2024,
2024-02-20,Golondrinas,ICA,90.21854489060011,Índice,CSV_2024,
2024-02-20,Golondrinas,ICOMI,85.64622183728572,Índice,CSV_2024,
2024-02-20,Golondrinas,ICOMO,71.3901874395788,Índice,CSV_2024,
2024-02-20,Golondrinas,ICOSUS,77.89484376045554,Índice,CSV_2024,
2024-02-20,Golondrinas,ICOpH,7.930530068411532,Índice,CSV_2024,
2024-02-20,Golondrinas,ICOTRO,75.24321504741128,Índice,CSV_2024,
2024-02-21,Golondrinas,ICA,84.06556899203413,Índice,CSV_2024,
2024-02-21,Golondrinas,ICOMI,74.67439815061456,Índice,CSV_2024,
2024-02-21,Golondrinas,ICOMO,82.21236687721009,Índice,CSV_2024,
2024-02-21,Golondrinas,ICOSUS,94.52216645711084,Índice,CSV_2024,
2024-02-21,Golondrinas,ICOpH,8.21111472485147,Índice,CSV_2024,
2024-02-21,Golondrinas,ICOTRO,85.56514592363547,Índice,CSV_2024,
2024-02-22,Golondrinas,ICA,89.61472451924227,Índice,CSV_2024,
2024-02-22,Golondrinas,ICOMI,70.39032978118638,Índice,CSV_2024,
2024-02-22,Golondrinas,ICOMO,72.80972900837502,Índice,CSV_2024,
2024-02-22,Golondrinas,ICOSUS,97.14683549405356,Índice,CSV_2024,
2024-02-22,Golondrinas,ICOpH,6.801914629928459,Índice,CSV_2024,
2024-02-22,Golondrinas,ICOTRO,75.88192119484714,Índice,CSV_2024,
2024-02-23,Golondrinas,ICA,84.10943990004616,Índice,CSV_2024,
2024-02-23,Golondrinas,ICOMI,78.27206995195525,Índice,CSV_2024,
2024-02-23,Golondrinas,ICOMO,67.54508977007745,Índice,CSV_2024,
2024-02-23,Golondrinas,ICOSUS,76.16535459859506,Índice,CSV_2024,
2024-02-23,Golondrinas,ICOpH,6.597395743865661,Índice,CSV_2024,
2024-02-23,Golondrinas,ICOTRO,66.81493505939748,Índice,CSV_2024,
2024-02-24,Golondrinas,ICA,91.08558629971247,Índice,CSV_2024,
2024-02-24,Golondrinas,ICOMI,91.7014058556698,Índice,CSV_2024,
2024-02-24,Golondrinas,ICOMO,74.84079256339739,Índice,CSV_2024,
2024-02-24,Golondrinas,ICOSUS,76.34360897382966,Índice,CSV_2024,
2024-02-24,Golondrinas,ICOpH,7.452205031625958,Índice,CSV_2024,
2024-02-24,Golondrinas,ICOTRO,76.29383295694527,Índice,CSV_2024,
2024-02-25,Golondrinas,ICA,80.77823752624431,Índice,CSV_2024,
2024-02-25,Golondrinas,ICOMI,89.59533202788982,Índice,CSV_2024,
2024-02-25,Golondrinas,ICOMO,73.32297195498403,Índice,CSV_2024,
2024-02-25,Golondrinas,ICOSUS,74.61104397804914,Índice,CSV_2024,
2024-02-25,Golondrinas,ICOpH,7.075028518862542,Índice,CSV_2024,
2024-02-25,Golondrinas,ICOTRO,71.3759930537033,Índice,CSV_2024,
2024-02-26,Golondrinas,ICA,87.2740119847528,Índice,CSV_2024,
2024-02-26,Golondrinas,ICOMI,74.98216127678762,Índice,CSV_2024,
2024-02-26,Golondrinas,ICOMO,68.98991221798163,Índice,CSV_2024,
2024-02-26,Golondrinas,ICOSUS,92.56529614692164,Índice,CSV_2024,
2024-02-26,Golondrinas,ICOpH,7.647728513272878,Índice,CSV_2024,
2024-02-26,Golondrinas,ICOTRO,85.86049089536293,Índice,CSV_2024,
2024-02-27,Golondrinas,ICA,79.30096536535268,Índice,CSV_2024,
2024-02-27,Golondrinas,ICOMI,67.64984250348283,Índice,CSV_2024,
2024-02-27,Golondrinas,ICOMO,62.49932672142384,Índice,CSV_2024,
2024-02-27,Golondrinas,ICOSUS,88.17120180427467,Índice,CSV_2024,
2024-02-27,Golondrinas,ICOpH,7.086485340214561,Índice,CSV_2024,
2024-02-27,Golondrinas,ICOTRO,83.88690896059984,Índice,CSV_2024,
